train_classification_loss,val_classification_loss,learning_rate
0.40672287384884503,0.1506738236228771,0.009999999776482582
0.14079776219184947,0.10330532951390042,0.009999999776482582
0.11420640040065512,0.10953975625007469,0.009999999776482582
0.11644646541127418,0.10810830592013457,0.009999999776482582
0.11770073664033456,0.12567160892135956,0.009999999776482582
0.11828488074326937,0.11558159225729897,0.009999999776482582
0.11722112118029784,0.10831630553173668,0.009999999776482582
0.11731869676823237,0.111454712035244,0.009999999776482582
0.11503699924789196,0.12374196472742102,0.009999999776482582
0.11467778737299568,0.10408872097511501,0.009999999776482582
0.11522383613697193,0.10967323123751317,0.009999999776482582
0.11571432962385397,0.10483851911061827,0.009999999776482582
